Year,Death Numbers
1990,50049
1991,48031
1992,37156
1993,37641
1994,38182
1995,39011
1996,39222
1997,39242
1998,40083
1999,58298
2000,41261
2001,40463
2002,41408
2003,42020
2004,42940
2005,43216
2006,43013
2007,43017
2008,43254
2009,42634
2010,42827
2011,42759
2012,42370
2013,42294
2014,42076
2015,41871
2016,42062
2017,42087
2018,42181
2019,42572
