Year,Death Numbers
1990,244613
1991,246268
1992,258766
1993,261906
1994,266711
1995,277419
1996,289076
1997,288495
1998,277069
1999,263698
2000,257660
2001,263915
2002,270025
2003,268867
2004,261509
2005,262707
2006,258577
2007,254285
2008,257925
2009,261420
2010,262404
2011,252290
2012,256058
2013,248694
2014,257997
2015,258800
2016,260328
2017,262884
2018,265219
2019,267935
