Year,Death Numbers
1990,57584
1991,57677
1992,57610
1993,57357
1994,56855
1995,56876
1996,56697
1997,56971
1998,56973
1999,56927
2000,57020
2001,56795
2002,56934
2003,57014
2004,57123
2005,57616
2006,58217
2007,59252
2008,60254
2009,61296
2010,62492
2011,63826
2012,65002
2013,66340
2014,67484
2015,68509
2016,69651
2017,70815
2018,71994
2019,73224
