Year,Death Numbers
1990,1220
1991,1211
1992,1197
1993,1168
1994,1127
1995,1109
1996,1112
1997,1101
1998,1056
1999,1026
2000,1022
2001,1020
2002,980
2003,962
2004,1047
2005,946
2006,957
2007,964
2008,978
2009,1001
2010,1026
2011,1048
2012,1073
2013,1101
2014,1136
2015,1166
2016,1218
2017,1270
2018,1320
2019,1374
