Year,Death Numbers
1990,15401
1991,15131
1992,16102
1993,16818
1994,17383
1995,18207
1996,19071
1997,19038
1998,19499
1999,20051
2000,20433
2001,20527
2002,20943
2003,21923
2004,23200
2005,23574
2006,24200
2007,24222
2008,24806
2009,26041
2010,26840
2011,27075
2012,27477
2013,28565
2014,28566
2015,29299
2016,31032
2017,31550
2018,31969
2019,32583
