Year,Death Numbers
1990,18403
1991,18358
1992,18224
1993,18231
1994,18293
1995,18406
1996,18571
1997,18721
1998,18864
1999,18795
2000,18487
2001,18887
2002,18462
2003,18553
2004,18470
2005,17957
2006,18034
2007,18148
2008,17925
2009,17977
2010,18147
2011,18196
2012,18536
2013,18439
2014,17751
2015,18662
2016,18768
2017,19327
2018,19794
2019,20219
