Year,Death Numbers
1990,103
1991,103
1992,100
1993,100
1994,99
1995,97
1996,98
1997,99
1998,97
1999,97
2000,115
2001,95
2002,96
2003,96
2004,93
2005,93
2006,94
2007,95
2008,96
2009,97
2010,97
2011,98
2012,98
2013,99
2014,100
2015,100
2016,101
2017,102
2018,102
2019,104
