Year,Death Numbers
1990,347661
1991,345103
1992,347418
1993,344622
1994,349653
1995,346794
1996,340558
1997,338804
1998,334744
1999,341390
2000,308403
2001,312141
2002,318092
2003,315920
2004,312479
2005,310175
2006,317614
2007,327651
2008,342149
2009,360719
2010,371780
2011,380548
2012,387644
2013,400640
2014,410789
2015,414696
2016,424679
2017,430086
2018,433062
2019,438917
