Year,Death Numbers
1990,1145
1991,1189
1992,1232
1993,1260
1994,1254
1995,1290
1996,1389
1997,1463
1998,1506
1999,1527
2000,1536
2001,1585
2002,1691
2003,1768
2004,1833
2005,1979
2006,2174
2007,2357
2008,2515
2009,2699
2010,2839
2011,2944
2012,3075
2013,3199
2014,3324
2015,3394
2016,3511
2017,3651
2018,3875
2019,4131
