Year,Death Numbers
1990,89951
1991,90644
1992,90615
1993,91023
1994,88903
1995,89483
1996,89756
1997,89438
1998,89558
1999,89709
2000,89172
2001,89035
2002,89122
2003,88049
2004,87404
2005,86708
2006,86978
2007,86894
2008,86230
2009,86003
2010,85936
2011,86406
2012,86463
2013,86104
2014,85649
2015,86408
2016,87420
2017,88344
2018,89139
2019,89366
