Year,Death Numbers
1990,101198
1991,98015
1992,96338
1993,90498
1994,93481
1995,105048
1996,108046
1997,113774
1998,112929
1999,112936
2000,116743
2001,111348
2002,108928
2003,112319
2004,147726
2005,116137
2006,119773
2007,118799
2008,126467
2009,127460
2010,125518
2011,120412
2012,121717
2013,121446
2014,124053
2015,123763
2016,126141
2017,128201
2018,128181
2019,131606
