Year,Death Numbers
1990,468551
1991,471486
1992,473444
1993,472463
1994,472622
1995,472339
1996,470850
1997,470036
1998,469874
1999,469243
2000,467183
2001,464746
2002,462633
2003,460956
2004,460705
2005,455698
2006,451614
2007,445020
2008,577537
2009,432406
2010,424555
2011,419517
2012,414214
2013,409359
2014,405376
2015,404577
2016,403979
2017,406192
2018,404129
2019,406449
