Year,Death Numbers
1990,126712
1991,126966
1992,127570
1993,128218
1994,130017
1995,128999
1996,130018
1997,130389
1998,130764
1999,130711
2000,130667
2001,130603
2002,132320
2003,132662
2004,132388
2005,131823
2006,131474
2007,133880
2008,134620
2009,134529
2010,134634
2011,136045
2012,137682
2013,135438
2014,138521
2015,145909
2016,155832
2017,160614
2018,176125
2019,161494
