Year,Death Numbers
1990,204
1991,213
1992,219
1993,226
1994,230
1995,239
1996,245
1997,252
1998,257
1999,262
2000,266
2001,274
2002,278
2003,289
2004,286
2005,291
2006,293
2007,296
2008,302
2009,340
2010,310
2011,315
2012,320
2013,331
2014,334
2015,339
2016,347
2017,350
2018,355
2019,361
