Year,Death Numbers
1990,32117
1991,32456
1992,33528
1993,37317
1994,40030
1995,37479
1996,32582
1997,31510
1998,32662
1999,31245
2000,30454
2001,31765
2002,31280
2003,31043
2004,30735
2005,31682
2006,33055
2007,32307
2008,30368
2009,29231
2010,28931
2011,28331
2012,28086
2013,28530
2014,27860
2015,27379
2016,26724
2017,26714
2018,26875
2019,26944
