Year,Death Numbers
1990,187135
1991,185435
1992,185203
1993,189472
1994,197086
1995,205058
1996,209664
1997,214201
1998,219200
1999,225031
2000,230359
2001,233207
2002,237191
2003,240809
2004,244354
2005,247978
2006,256731
2007,255715
2008,254266
2009,257911
2010,261432
2011,262443
2012,267850
2013,267591
2014,261736
2015,256004
2016,251170
2017,247377
2018,246092
2019,248810
