Year,Death Numbers
1990,1015
1991,1014
1992,1017
1993,1019
1994,998
1995,993
1996,988
1997,1009
1998,1022
1999,1035
2000,1040
2001,1044
2002,1075
2003,1123
2004,1153
2005,1177
2006,1196
2007,1208
2008,1215
2009,1252
2010,1301
2011,1333
2012,1376
2013,1443
2014,1492
2015,1547
2016,1592
2017,1652
2018,1710
2019,1767
