Year,Death Numbers
1990,39968
1991,40584
1992,48092
1993,60272
1994,47140
1995,45324
1996,46435
1997,43396
1998,44272
1999,42912
2000,42242
2001,41985
2002,41368
2003,40928
2004,40945
2005,41556
2006,41951
2007,42354
2008,42648
2009,42964
2010,44161
2011,44717
2012,44903
2013,44643
2014,45438
2015,46292
2016,47348
2017,47635
2018,46799
2019,46868
