Year,Death Numbers
1990,2552
1991,2617
1992,2666
1993,2809
1994,2653
1995,2361
1996,2354
1997,2409
1998,2583
1999,2762
2000,2925
2001,3041
2002,3139
2003,3164
2004,3181
2005,3145
2006,3125
2007,3144
2008,3193
2009,3229
2010,3281
2011,3279
2012,3314
2013,3469
2014,3647
2015,3798
2016,3905
2017,3995
2018,4076
2019,4144
