Year,Death Numbers
1990,99749
1991,99087
1992,99610
1993,100407
1994,99953
1995,100248
1996,99948
1997,99616
1998,99694
1999,99731
2000,99652
2001,98959
2002,99649
2003,99373
2004,97386
2005,97319
2006,96192
2007,96783
2008,97698
2009,98415
2010,98892
2011,99727
2012,101587
2013,102116
2014,100853
2015,103033
2016,102831
2017,104282
2018,106064
2019,107942
