Year,Death Numbers
1990,13561
1991,13567
1992,13617
1993,13807
1994,14234
1995,14584
1996,14835
1997,14856
1998,14970
1999,14766
2000,14657
2001,14688
2002,14860
2003,14936
2004,15148
2005,14922
2006,15246
2007,15772
2008,16285
2009,16499
2010,16890
2011,17243
2012,17924
2013,18387
2014,18897
2015,19378
2016,19923
2017,20447
2018,21470
2019,22420
