Year,Death Numbers
1990,1578896
1991,1612808
1992,1737526
1993,2051078
1994,2242181
1995,2151340
1996,2028218
1997,1929534
1998,1913612
1999,2079054
2000,2169960
2001,2204534
2002,2264719
2003,2301835
2004,2251508
2005,2330659
2006,2161983
2007,2074301
2008,2083724
2009,2000766
2010,2019797
2011,1899101
2012,1867171
2013,1838516
2014,1865301
2015,1842533
2016,1820720
2017,1744350
2018,1752517
2019,1777222
