Year,Death Numbers
1990,1063142
1991,1147130
1992,981312
1993,952294
1994,926216
1995,912963
1996,882923
1997,857460
1998,837170
1999,820349
2000,812044
2001,797894
2002,795190
2003,792519
2004,784457
2005,782286
2006,783406
2007,785984
2008,769488
2009,762734
2010,764855
2011,732333
2012,705039
2013,708535
2014,731161
2015,736153
2016,753027
2017,792183
2018,808109
2019,826122
