Year,Death Numbers
1990,27777
1991,29308
1992,30839
1993,31100
1994,32024
1995,33059
1996,33602
1997,33959
1998,34573
1999,34807
2000,35221
2001,35610
2002,36970
2003,36358
2004,36077
2005,36215
2006,36678
2007,36834
2008,37012
2009,36859
2010,36747
2011,37782
2012,38230
2013,38672
2014,40960
2015,40489
2016,40952
2017,42039
2018,43689
2019,44807
