Year,Death Numbers
1990,75813
1991,76330
1992,77711
1993,78909
1994,80568
1995,82592
1996,83265
1997,84953
1998,85843
1999,86386
2000,86251
2001,84057
2002,83565
2003,83504
2004,85470
2005,85600
2006,85210
2007,84036
2008,82810
2009,81642
2010,82749
2011,82731
2012,82424
2013,82204
2014,83641
2015,84345
2016,84636
2017,84972
2018,83955
2019,83559
