Year,Death Numbers
1990,158
1991,161
1992,164
1993,167
1994,173
1995,176
1996,179
1997,182
1998,186
1999,191
2000,198
2001,203
2002,209
2003,216
2004,226
2005,233
2006,237
2007,241
2008,247
2009,250
2010,254
2011,260
2012,263
2013,269
2014,274
2015,280
2016,283
2017,291
2018,293
2019,297
