Year,Death Numbers
1990,5039
1991,5069
1992,5076
1993,5093
1994,5121
1995,5130
1996,5145
1997,5200
1998,5220
1999,5103
2000,5150
2001,5015
2002,5001
2003,4890
2004,4833
2005,4787
2006,4847
2007,4857
2008,4840
2009,4836
2010,4837
2011,4838
2012,4829
2013,4767
2014,4748
2015,4755
2016,4754
2017,4795
2018,4831
2019,4868
