Year,Death Numbers
1990,11618
1991,11913
1992,12374
1993,12957
1994,13972
1995,14833
1996,16083
1997,17494
1998,19325
1999,20992
2000,22750
2001,23847
2002,25130
2003,25905
2004,25880
2005,24879
2006,23250
2007,21385
2008,20030
2009,19536
2010,19166
2011,18603
2012,17937
2013,18027
2014,18442
2015,18712
2016,18842
2017,18906
2018,18631
2019,18533
