Year,Death Numbers
1990,54110
1991,53501
1992,52585
1993,51553
1994,50496
1995,51457
1996,50327
1997,52142
1998,52540
1999,52406
2000,51713
2001,52064
2002,51894
2003,52305
2004,52053
2005,53513
2006,53479
2007,54535
2008,53689
2009,53669
2010,52564
2011,52782
2012,52172
2013,51697
2014,51496
2015,53192
2016,52177
2017,52970
2018,53511
2019,54298
