Year,Death Numbers
1990,405
1991,409
1992,411
1993,426
1994,431
1995,434
1996,433
1997,434
1998,430
1999,429
2000,426
2001,425
2002,428
2003,425
2004,406
2005,409
2006,415
2007,419
2008,418
2009,420
2010,426
2011,430
2012,430
2013,430
2014,432
2015,430
2016,440
2017,446
2018,451
2019,455
