Year,Death Numbers
1990,26117
1991,26357
1992,27246
1993,27882
1994,27902
1995,29364
1996,30264
1997,30520
1998,45339
1999,31062
2000,31271
2001,31763
2002,32244
2003,32979
2004,33593
2005,34169
2006,34994
2007,35974
2008,37204
2009,38643
2010,40649
2011,42890
2012,50133
2013,50466
2014,51269
2015,52643
2016,48642
2017,49586
2018,50574
2019,51586
