Year,Death Numbers
1990,64259
1991,65041
1992,66652
1993,64873
1994,64820
1995,64952
1996,64218
1997,64004
1998,64847
1999,63532
2000,61683
2001,59407
2002,59567
2003,56445
2004,56930
2005,57847
2006,60407
2007,61599
2008,64778
2009,65322
2010,67394
2011,82191
2012,130291
2013,121230
2014,148728
2015,134206
2016,127636
2017,106234
2018,85012
2019,82895
