Year,Death Numbers
1990,20896
1991,19017
1992,19230
1993,19282
1994,19343
1995,19332
1996,19609
1997,19704
1998,19945
1999,20230
2000,20569
2001,21016
2002,21587
2003,22271
2004,23042
2005,23921
2006,25509
2007,25711
2008,26787
2009,27247
2010,27889
2011,28835
2012,29772
2013,30821
2014,31488
2015,31869
2016,32153
2017,32588
2018,33422
2019,32951
