Year,Death Numbers
1990,307577
1991,322205
1992,339672
1993,354148
1994,369628
1995,382815
1996,393128
1997,405086
1998,412669
1999,415659
2000,415974
2001,416865
2002,417173
2003,417058
2004,413689
2005,409580
2006,402881
2007,389555
2008,377875
2009,378071
2010,373088
2011,366674
2012,358739
2013,347145
2014,336894
2015,339267
2016,338507
2017,335832
2018,330425
2019,327888
