Year,Death Numbers
1990,488
1991,493
1992,495
1993,506
1994,514
1995,515
1996,523
1997,540
1998,570
1999,601
2000,603
2001,599
2002,604
2003,612
2004,603
2005,581
2006,589
2007,597
2008,609
2009,621
2010,616
2011,621
2012,626
2013,629
2014,635
2015,636
2016,637
2017,638
2018,639
2019,641
