Year,Death Numbers
1990,4860
1991,5122
1992,5416
1993,5726
1994,6090
1995,6395
1996,6667
1997,6941
1998,7214
1999,7540
2000,7889
2001,8180
2002,8488
2003,8955
2004,9496
2005,9862
2006,10543
2007,11653
2008,13099
2009,14711
2010,15664
2011,16644
2012,17696
2013,18718
2014,19538
2015,20870
2016,22276
2017,23810
2018,25426
2019,27147
