Year,Death Numbers
1990,18422
1991,19020
1992,18789
1993,20026
1994,21123
1995,19949
1996,17784
1997,17688
1998,18474
1999,17702
2000,17671
2001,18211
2002,17709
2003,17370
2004,17104
2005,16852
2006,16767
2007,16946
2008,16099
2009,15710
2010,14867
2011,15155
2012,15156
2013,14843
2014,15114
2015,14849
2016,15372
2017,15517
2018,15667
2019,15720
