Year,Death Numbers
1990,6474
1991,6664
1992,6791
1993,6954
1994,7089
1995,7269
1996,7324
1997,6950
1998,6774
1999,6647
2000,6476
2001,6209
2002,6030
2003,6071
2004,6075
2005,6121
2006,6115
2007,6143
2008,6125
2009,6084
2010,6273
2011,6654
2012,6779
2013,6562
2014,6559
2015,6827
2016,6944
2017,6878
2018,6985
2019,7179
