Year,Death Numbers
1990,89827
1991,91963
1992,93413
1993,94804
1994,110350
1995,112375
1996,113986
1997,112744
1998,111588
1999,110440
2000,110060
2001,107090
2002,106496
2003,105678
2004,103014
2005,101404
2006,86319
2007,84257
2008,82870
2009,82347
2010,82161
2011,81483
2012,80196
2013,80052
2014,79350
2015,79412
2016,78687
2017,78686
2018,79858
2019,80411
