Year,Death Numbers
1990,131871
1991,127522
1992,130039
1993,127413
1994,125333
1995,125493
1996,120779
1997,120986
1998,120714
1999,116351
2000,117336
2001,114055
2002,113862
2003,116247
2004,114260
2005,114304
2006,113509
2007,112727
2008,115153
2009,129117
2010,134635
2011,135592
2012,137375
2013,138542
2014,138115
2015,137721
2016,140197
2017,143332
2018,146017
2019,148961
