Year,Death Numbers
1990,123
1991,122
1992,120
1993,121
1994,121
1995,119
1996,120
1997,138
1998,122
1999,122
2000,124
2001,125
2002,125
2003,127
2004,127
2005,127
2006,131
2007,130
2008,131
2009,132
2010,135
2011,137
2012,141
2013,145
2014,146
2015,149
2016,155
2017,158
2018,161
2019,164
