Year,Death Numbers
1990,96787
1991,101540
1992,100675
1993,100239
1994,105707
1995,108534
1996,112662
1997,118903
1998,120195
1999,123405
2000,126181
2001,128203
2002,130030
2003,131855
2004,134367
2005,133821
2006,135363
2007,142628
2008,146207
2009,147659
2010,169795
2011,170237
2012,152800
2013,152811
2014,154857
2015,155688
2016,160133
2017,162907
2018,163578
2019,165347
