Year,Death Numbers
1990,37795
1991,39270
1992,40162
1993,41100
1994,41335
1995,43065
1996,43517
1997,44332
1998,45139
1999,45812
2000,46515
2001,47229
2002,48000
2003,48770
2004,49425
2005,50244
2006,51091
2007,52014
2008,52978
2009,54030
2010,55248
2011,56203
2012,57199
2013,58486
2014,59717
2015,61052
2016,62328
2017,63580
2018,64744
2019,65797
