Year,Death Numbers
1990,146878
1991,154461
1992,160991
1993,166473
1994,169984
1995,173074
1996,177330
1997,181477
1998,185750
1999,192849
2000,192171
2001,191829
2002,190288
2003,186749
2004,182691
2005,177655
2006,171948
2007,163653
2008,153872
2009,146757
2010,140123
2011,134491
2012,127419
2013,122007
2014,118919
2015,117732
2016,115814
2017,113460
2018,112565
2019,112153
