Year,Death Numbers
1990,102394
1991,103474
1992,106263
1993,108310
1994,111843
1995,115984
1996,119783
1997,119182
1998,121333
1999,123996
2000,124997
2001,127092
2002,126912
2003,129909
2004,134515
2005,139047
2006,138159
2007,139706
2008,141539
2009,142486
2010,144165
2011,151696
2012,153242
2013,153802
2014,160764
2015,161615
2016,169494
2017,173809
2018,177559
2019,182622
