Year,Death Numbers
1990,67407
1991,68389
1992,70906
1993,73353
1994,74261
1995,74221
1996,73991
1997,73410
1998,74164
1999,74762
2000,74174
2001,75452
2002,72800
2003,75208
2004,77280
2005,79562
2006,76644
2007,77896
2008,80346
2009,82169
2010,84274
2011,81683
2012,85205
2013,87670
2014,90664
2015,95092
2016,96379
2017,100949
2018,102795
2019,101353
