Year,Death Numbers
1990,147983
1991,156912
1992,169205
1993,182230
1994,194817
1995,196533
1996,198390
1997,206468
1998,219778
1999,204468
2000,203276
2001,205366
2002,202742
2003,207946
2004,208130
2005,206883
2006,206251
2007,204812
2008,200226
2009,195927
2010,196341
2011,196561
2012,200377
2013,202992
2014,211375
2015,217940
2016,223718
2017,217207
2018,219391
2019,217641
