cca3,Year,Death Numbers,population,Death Rate
IRL,1990,29601,3510881.0,0.8431217121856309
IRL,1991,29522,3517704.0,0.8392405955702925
IRL,1992,29603,3529847.0,0.8386482473602963
IRL,1993,29914,3546929.0,0.8433774682267392
IRL,1994,29712,3567918.0,0.8327545644266487
IRL,1995,30246,3592180.0,0.8419956683685117
IRL,1996,30140,3619633.0,0.8326811033052247
IRL,1997,30097,3651096.0,0.8243278182770325
IRL,1998,30067,3687821.0,0.8153052981692983
IRL,1999,30304,3731472.0,0.8121191851365896
IRL,2000,29731,3783095.0,0.785890917357349
IRL,2001,28750,3842253.0,0.7482588991406864
IRL,2002,28210,3907995.0,0.7218535335894749
IRL,2003,27630,3980077.0,0.6942076748766418
IRL,2004,27298,4058131.0,0.6726741941056116
IRL,2005,26935,4141218.0,0.650412511488166
IRL,2006,27026,4230619.0,0.6388190475199964
IRL,2007,26819,4324649.0,0.6201428139023537
IRL,2008,26866,4415871.0,0.6083963956374632
IRL,2009,27046,4494572.0,0.6017480641093301
IRL,2010,26414,4554330.0,0.5799755397610625
IRL,2011,27256,4591115.0,0.5936684225945114
IRL,2012,27664,4608199.0,0.6003212968884373
IRL,2013,27929,4615426.0,0.6051229073979304
IRL,2014,28066,4626852.0,0.6065895343097207
IRL,2015,28598,4652420.0,0.6146908490634981
IRL,2016,28887,4695790.0,0.615168054789503
IRL,2017,29488,4753281.0,0.6203714865584424
IRL,2018,30262,4818694.0,0.6280124863707884
IRL,2019,31031,4882498.0,0.6355558158958796
