Year,Death Numbers
1990,35351
1991,36180
1992,36835
1993,37932
1994,39136
1995,40191
1996,41583
1997,43423
1998,44894
1999,46084
2000,47733
2001,49313
2002,51615
2003,52947
2004,53694
2005,54760
2006,54663
2007,55201
2008,55531
2009,55277
2010,54468
2011,53851
2012,53597
2013,53396
2014,53270
2015,52955
2016,52154
2017,51217
2018,50355
2019,50253
