Year,Death Numbers
1990,8381
1991,8590
1992,8798
1993,9071
1994,9385
1995,9494
1996,9851
1997,10226
1998,10295
1999,10502
2000,10788
2001,11044
2002,11278
2003,11450
2004,11948
2005,12102
2006,12198
2007,12275
2008,12361
2009,12237
2010,12219
2011,12268
2012,12365
2013,12417
2014,12433
2015,12492
2016,12452
2017,12490
2018,12531
2019,12570
