Year,Death Numbers
1990,3230
1991,3332
1992,3421
1993,3511
1994,3597
1995,3681
1996,3773
1997,3876
1998,4021
1999,4151
2000,4268
2001,4392
2002,4522
2003,4625
2004,4716
2005,4833
2006,4929
2007,5083
2008,5115
2009,5198
2010,5251
2011,5284
2012,5319
2013,5394
2014,5494
2015,5539
2016,5602
2017,5668
2018,5743
2019,5825
