Year,Death Numbers
1990,161538
1991,162044
1992,166792
1993,181476
1994,177888
1995,176059
1996,174625
1997,178425
1998,194249
1999,190043
2000,188025
2001,188784
2002,184813
2003,185385
2004,191386
2005,190103
2006,190570
2007,187218
2008,183651
2009,179733
2010,178813
2011,177430
2012,176790
2013,174466
2014,170463
2015,170561
2016,170228
2017,171905
2018,172107
2019,173340
