Year,Death Numbers
1990,58435
1991,59116
1992,60321
1993,59460
1994,57049
1995,52087
1996,49175
1997,50433
1998,52345
1999,53594
2000,54480
2001,54489
2002,56864
2003,57642
2004,57962
2005,56504
2006,54495
2007,51419
2008,51889
2009,52569
2010,53409
2011,53246
2012,52118
2013,50655
2014,50110
2015,50197
2016,51091
2017,50909
2018,50371
2019,49823
