Year,Death Numbers
1990,968
1991,971
1992,983
1993,992
1994,1010
1995,1027
1996,1041
1997,1054
1998,1066
1999,1056
2000,1100
2001,1086
2002,1057
2003,1067
2004,1031
2005,1046
2006,997
2007,965
2008,983
2009,971
2010,950
2011,952
2012,962
2013,959
2014,939
2015,939
2016,943
2017,952
2018,959
2019,962
