Year,Death Numbers
1990,468430
1991,457500
1992,447178
1993,448294
1994,448567
1995,438686
1996,432715
1997,435961
1998,436996
1999,438947
2000,429426
2001,448267
2002,463365
2003,481773
2004,483579
2005,481750
2006,485882
2007,488266
2008,499898
2009,514730
2010,523240
2011,529465
2012,544840
2013,540495
2014,552001
2015,582698
2016,588576
2017,588894
2018,596617
2019,605194
