Year,Death Numbers
1990,8762
1991,8860
1992,8864
1993,8901
1994,8913
1995,9006
1996,9121
1997,9208
1998,9224
1999,9166
2000,9180
2001,9175
2002,9322
2003,9324
2004,9007
2005,9127
2006,9646
2007,10235
2008,10439
2009,10509
2010,10856
2011,11508
2012,11915
2013,12009
2014,11927
2015,12161
2016,12458
2017,12448
2018,11921
2019,11760
