Year,Death Numbers
1990,33918
1991,34440
1992,35122
1993,37022
1994,39217
1995,39117
1996,37694
1997,37061
1998,36789
1999,36285
2000,38577
2001,39046
2002,39426
2003,39950
2004,39294
2005,39813
2006,40863
2007,40483
2008,39596
2009,37921
2010,37619
2011,36716
2012,36187
2013,35653
2014,35617
2015,35979
2016,34636
2017,34718
2018,34709
2019,35172
