Year,Death Numbers
1990,111409
1991,111578
1992,115090
1993,119588
1994,124521
1995,126972
1996,129647
1997,133839
1998,130472
1999,126442
2000,127086
2001,125850
2002,125110
2003,124347
2004,124457
2005,126511
2006,127994
2007,126690
2008,124916
2009,123698
2010,123746
2011,123157
2012,121486
2013,119568
2014,122981
2015,122749
2016,122605
2017,122615
2018,124609
2019,124815
