Year,Death Numbers
1990,1169882
1991,1215101
1992,1235700
1993,1267130
1994,1299980
1995,1331943
1996,1378453
1997,1397465
1998,1432393
1999,1469547
2000,1499222
2001,1523202
2002,1543128
2003,1553850
2004,1555326
2005,1547426
2006,1574546
2007,1580894
2008,1575815
2009,1573247
2010,1557022
2011,1535016
2012,1524636
2013,1516328
2014,1519214
2015,1500176
2016,1473052
2017,1455083
2018,1448418
2019,1439500
