Year,Death Numbers
1990,3924
1991,4081
1992,4628
1993,4269
1994,4531
1995,4484
1996,4648
1997,4900
1998,5086
1999,5285
2000,5451
2001,5629
2002,5852
2003,6067
2004,6273
2005,6351
2006,6485
2007,6593
2008,6680
2009,6794
2010,6889
2011,6926
2012,6961
2013,7015
2014,7048
2015,7100
2016,7117
2017,7130
2018,7151
2019,7222
