Year,Death Numbers
1990,98628
1991,103062
1992,107582
1993,113352
1994,118639
1995,124555
1996,131531
1997,139057
1998,147259
1999,155031
2000,163493
2001,171137
2002,184966
2003,192826
2004,197540
2005,200592
2006,202840
2007,202019
2008,200741
2009,200771
2010,203234
2011,203323
2012,200711
2013,202729
2014,205208
2015,202963
2016,202119
2017,197540
2018,193600
2019,191270
