Year,Death Numbers
1990,20291
1991,20476
1992,20856
1993,21109
1994,21324
1995,21544
1996,21771
1997,21397
1998,21016
1999,20826
2000,20769
2001,20777
2002,20569
2003,20499
2004,20433
2005,20523
2006,20599
2007,20485
2008,20630
2009,21080
2010,21480
2011,21774
2012,21796
2013,21806
2014,21763
2015,21956
2016,22884
2017,23651
2018,24361
2019,25272
