Year,Death Numbers
1990,12797
1991,13038
1992,13162
1993,13702
1994,13962
1995,14322
1996,14667
1997,14793
1998,15022
1999,15165
2000,15193
2001,15471
2002,15661
2003,15596
2004,16160
2005,17093
2006,17361
2007,17042
2008,16976
2009,17336
2010,17933
2011,18726
2012,19564
2013,20348
2014,21620
2015,22933
2016,24740
2017,26377
2018,29102
2019,30127
