Year,Death Numbers
1990,139465
1991,140830
1992,143227
1993,145251
1994,150089
1995,151425
1996,155062
1997,161578
1998,164046
1999,168445
2000,173266
2001,178668
2002,183879
2003,190437
2004,193948
2005,196997
2006,199321
2007,201924
2008,202203
2009,202858
2010,202714
2011,201586
2012,199520
2013,199243
2014,200350
2015,201409
2016,201382
2017,201457
2018,199455
2019,198854
